Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
Threads,shoutout,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,hire me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,use my services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,my agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,our agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,my business,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,our services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,book with me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,contact me instead,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,cheaper service,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,better price,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,website design,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,seo services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,social media services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,marketing services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,lead generation,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,guest post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,backlinks,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,sponsored post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,promote it on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,promote this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,feature this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
Threads,home address,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use hidden-word controls for clear abuse and scams; review complaint and solicitation language manually.,Active
